user_id,title,description,instock,quantity,price
69,Maple Syrup,Pure maple syrup for pancakes and more.,false,482,35732.83
34,Herbed Couscous,Quick-cooking couscous flavored with herbs and spices.,false,404,13848.58
31,Stainless Steel Travel Mug,Insulated mug to keep drinks hot on the go.,false,177,43051.25
97,Peanut Butter Chocolate Clusters,Delicious clusters of peanuts and chocolate for a sweet treat.,false,208,36219.23
78,Mini Waffle Maker,Compact waffle maker for perfect small waffles.,true,276,11189.33
38,Classic Vanilla Fudge,"Creamy vanilla fudge, a sweet treat for all occasions.",true,567,3392.8
22,Pretzel Bites,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",false,309,7314.72
86,Sour Cream,"Tangy sour cream, perfect for dips and toppings.",false,365,49446.25
60,Reusable Silicone Food Storage Bags,Eco-friendly bags for storing food without plastic waste.,false,569,51341.06
93,Peach Slices (canned),"Juicy peach slices in syrup, perfect for desserts.",false,557,11004.08
51,Baked Mac and Cheese,Creamy macaroni and cheese baked to perfection.,true,238,30216.43
23,Frozen Spinach,"Chopped and frozen spinach, ideal for cooking and smoothies.",false,520,47793.7
28,Peach Fruit Cups,"Juicy peach slices in light syrup, in convenient cups.",false,49,41749.55
56,Roasted Garlic Mashed Potatoes,Creamy mashed potatoes infused with roasted garlic flavor.,true,3,45375.29
75,Green Smoothie Mix,A convenient powder mix combining greens and fruits for smoothies.,false,547,2423.79
93,Portable Folding Picnic Table,Easy-to-set-up picnic table for outdoor dining.,true,354,8902.31
95,Utility Cargo Pants,Practical cargo pants with lots of pockets for functionality.,true,103,53692.54
81,Car Phone Mount,Adjustable phone mount for car dashboard.,false,102,37332.86
38,LED Strip Lights with Remote Control,Color-changing LED lights for home decoration with remote.,true,304,22657.52
62,Cat Scratching Post with Toys,Multi-level scratching post to keep your cat entertained.,true,78,3108.26
36,Self-Watering Planter,Planter with self-watering feature for easy plant care.,true,306,53133.01
26,Red Lentils,Nutritious and quick-cooking red lentils.,true,56,3849.75
69,Training Soccer Ball,Durable training soccer ball for practice.,true,268,55750.79
27,Barbecue Chicken Pizza,"Pizza topped with barbecue chicken, cheese, and red onions.",true,570,25280.88
40,Interactive Plush Toy,"Soft, cuddly toy that interacts with children.",true,200,59066.56
94,Pineapple Chunks (canned),Sweet pineapple chunks in syrup.,false,458,45574.22
46,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,true,371,20241.27
91,Suction Cup Hooks,Reusable suction cup hooks for hanging items.,true,211,26372.76
73,Chipotle Sauce,Spicy sauce made with chipotle peppers,false,546,12282.94
92,Pepper Jack Cheese Sticks,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",true,130,3560.35
42,Electric Screwdriver,Cordless electric screwdriver for home projects.,false,333,27653.55
36,Cable Knit Cardigan,Cozy cable knit cardigan to layer during chilly evenings.,true,371,16185.7
47,Animal Paw Print Soap Dispenser,Cute dispenser for bathrooms or kitchens featuring paw prints.,false,355,46407.52
25,Toasted Coconut Granola,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",true,382,24066.15
99,Microwave Popcorn Maker,Healthier way to make popcorn in the microwave without oil.,false,150,39.91
47,Magnetic Phone Car Mount,Strong magnetic holder for smartphones in cars.,false,582,49027.3
46,DIY Candle Kit,Everything you need to make your own scented candles at home.,true,438,1133.79
45,Pumpkin Spice Latte Mix,Instant mix for delicious pumpkin spice lattes at home.,true,440,6486.2
44,Watercolor Brush Pens,Set of brush pens for colorful and creative painting.,true,333,46386.2
49,Cauliflower Gnocchi,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce.",false,275,24249.87
45,Peanut Butter Granola,Crunchy granola full of peanut butter flavor and oats.,false,226,8004.21
27,Faux Leather Leggings,Stylish faux leather leggings for a trendy outfit.,true,546,20657.44
45,Chocolate Chip Energy Balls,"No-bake energy balls made with oats, chocolate chips, and honey.",true,568,58007.66
55,Smashed Avocado with Lime,"A creamy blend of avocados and lime juice, great for spreads or dips.",true,326,10598.22
99,Frozen Broccoli,"Nutrient-rich broccoli, easy to add to any meal.",true,504,27393.39
76,Almond Coconut Granola,Crunchy granola with almonds and coconut.,true,212,37760.52
32,Collapsible Water Bottle,Space-saving collapsible bottle for outdoor activities.,false,373,13917.8
55,Sweet Cherry Tomatoes,Fresh and juicy cherry tomatoes for salads and snacking.,true,81,41266.0
80,Lemon Sorbet,Refreshing sorbet with a zesty lemon flavor.,true,117,3905.73
36,Honey Mustard Sauce,Creamy honey mustard sauce for dipping or dressing.,false,447,25496.49
50,Classic Cheeseburger Mix,"All-in-one mix for easy homemade cheeseburgers, just add ground beef.",false,16,48426.46
75,Canned Black Beans,"Delicious and hearty black beans, great for soups or salads.",true,565,16787.41
35,Samsung Galaxy Smartwatch,Stylish smartwatch with fitness tracking and notifications.,false,248,45624.99
85,Instant Mashed Potatoes,Quick and easy side dish with buttery flavor.,false,241,26804.44
39,Banana Chips,"Crunchy and sweet banana chips, a great on-the-go snack.",false,145,59110.33
33,Homestyle Beef Stew,"Hearty beef stew with vegetables, ready to heat and serve.",false,65,21254.51
82,Car Emergency Kit,Comprehensive emergency kit for roadside assistance.,true,289,2184.61
90,Pumpkin Ice Cream,"Seasonal pumpkin ice cream, perfect for fall.",true,412,35720.65
27,Roasted Red Pepper Hummus,A creamy and flavorful hummus made with roasted red peppers.,true,223,32325.32
77,Peanut Butter Cookies,Soft and chewy cookies made with creamy peanut butter.,true,339,31032.21
40,Leather Notebook Cover,Elegant cover that protects your notebook with style.,false,418,7278.62
92,Savory Oats,"Instant oats with a savory twist, such as herbs and spices.",true,450,56273.43
100,Oven-Baked Potato Chips,Light and crispy baked potato chips in assorted flavors.,false,408,40078.42
87,Wireless Gaming Mouse,Ergonomic mouse designed for gamers with high DPI.,true,435,19377.2
49,Thyme,"Fresh thyme, perfect for seasoning dishes.",false,146,39881.14
69,Mini Indoor Hydroponic Garden,Grow herbs indoors with this easy-to-use hydroponic garden system.,false,597,22123.47
32,Falafel Mix,Easy-to-make falafel mix for a tasty vegetarian meal.,true,25,57171.2
100,Coconut Curry Lentils,Lentils cooked in a coconut curry for a hearty meal.,false,298,56677.92
63,Gluten-Free Pancake Mix,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",true,579,13435.56
85,Sweet Pea Hummus,Creamy hummus made with sweet peas and tahini.,true,332,28942.21
35,Stylish Wide-Leg Trousers,Fashionable wide-leg trousers for a chic silhouette.,false,512,46702.62
63,Mini Food Processor,Compact food processor for quick meal prep.,true,162,59276.38
54,Fitbit Activity Tracker,Advanced wristband that tracks daily activities and sleep.,false,175,7625.92
31,Sweet Potato and Chickpea Bowl,A nourishing bowl of sweet potatoes and chickpeas with spices.,false,331,29626.56
37,Memory Foam Mattress Pad,Extra layer of comfort for your mattress.,false,285,25976.31
79,Snap-On Tupperware Set,Durable and versatile food storage containers.,false,47,28175.56
28,Chicken Broth,"Rich and flavorful chicken broth, great for soups.",false,13,24729.81
73,Pet Hair Removal Roller,Lint roller designed specifically for removing pet hair from furniture.,false,116,54396.04
65,Veggie Burger Patties,Delicious veggie burger patties for grilling or frying.,true,527,2156.58
77,Stainless Steel Mixing Bowls,Set of versatile mixing bowls for cooking.,false,65,15263.78
84,Maxi Wrap Dress,A flowy maxi dress perfect for both casual and semi-formal occasions.,false,554,30129.33
77,Thermostatic Shower Valve Kit,Regulate water temperature for safe and comfortable showers.,false,467,51886.44
25,Adjustable Dog Harness,Comfortable and adjustable harness for dogs.,true,157,54326.39
62,Puffer Winter Coat,A warm and stylish puffer coat perfect for winter weather.,false,301,1533.55
50,Pet Reflective Vest,Safety vest for pets during nighttime walks.,true,309,55650.91
26,Solar Power Bank,Eco-friendly power bank that charges via sunlight.,false,140,23375.38
99,Cranberry Citrus Sauce,"A tangy sauce made with cranberries and citrus zest, perfect for turkey and chicken dishes.",false,82,44451.01
100,Ramen Noodle Soup Cups,Instant ramen cups with flavor-packed broth.,true,377,49455.35
49,Paprika,Rich and sweet paprika spice for seasoning.,true,49,12418.71
68,Siphon Coffee Maker,Unique coffee brewing method for a flavorful experience.,false,566,26872.41
62,Puzzle Mat,Foldable mat for jigsaw puzzle assembly.,false,260,58817.89
48,Honey Wheat Pretzels,Crunchy pretzel sticks made with honey and whole wheat.,true,594,39584.53
23,Insulated Sport Tumbler,Vacuum-insulated tumbler for beverages on the go.,true,525,24636.45
98,Toilet Paper (12 rolls),Soft and strong toilet paper for everyday use.,false,431,2965.04
82,Honeycrisp Apples,"Crisp and sweet Honeycrisp apples, freshly picked.",true,486,22913.4
85,Pumpkin Waffles,Delicious waffles infused with pumpkin and spices.,false,343,51054.77
46,Potato Wedge Seasoning,Seasoning mix for making crispy and flavorful potato wedges.,true,227,8591.81
31,Pet Hair Removal Brush,Effective brush for removing loose hair from pets.,false,384,3240.61
31,Foot Massager Machine,Electric foot massager for relaxation and relief.,false,261,43607.99
66,Jigsaw Puzzle,500-piece jigsaw puzzle featuring beautiful scenery.,true,359,6103.37
86,Personal Security Alarm Keychain,Handy keychain that emits a loud alarm for personal safety.,true,524,26039.23
33,Wall Art,Abstract canvas print to enhance home decor.,true,117,37939.15
45,Digital Camera,Compact digital camera with 20MP resolution.,false,562,4155.16
87,Robot Vacuum Cleaner,Smart robotic vacuum for automatic cleaning.,false,151,59701.72
58,Casual Long Cardigan,A cozy long cardigan designed for layering in any season.,true,198,56607.27
67,Savory Italian Herbs,A blend of dried Italian herbs for cooking.,true,59,40060.31
87,Veggie Burger Patties,Delicious veggie burger patties for grilling or frying.,false,256,52042.06
22,Rustic Italian Breads,Freshly baked artisan bread with a crisp crust and soft center.,false,558,53219.35
79,Raspberry Tart,A delicious tart filled with fresh raspberry filling.,true,78,46622.18
51,Pet Grooming Brush,Self-cleaning grooming brush for cats and dogs.,false,349,28718.73
73,Portable Massage Gun,Personal massager for muscle recovery.,true,217,15372.3
75,Fitness Tracker,"Track steps, heart rate, and sleep patterns.",false,348,12774.71
62,Mushroom Soup (canned),Creamy soup full of rich mushroom flavor.,false,396,58038.19
43,Slim Fit Chinos,Comfortable slim fit chinos for a polished look.,false,93,48019.6
86,Gardening Fairy Figurines,Cute fairy figurines to decorate your garden or potted plants.,false,416,21820.56
51,Chocolate Mint Thins,Mint-flavored chocolate candies for a refreshing treat.,false,169,51752.21
40,Tuna Fish (canned),"Wild-caught tuna in olive oil, perfect for salads.",false,384,30919.75
80,Chipotle Black Bean Burger,"Spicy black bean burgers, great on the grill.",true,200,39450.95
96,Egg Noodles,"Wide egg noodles, perfect for casseroles and soups.",true,566,13003.64
62,Premium Flashlight,High-intensity flashlight with adjustable focus and brightness.,false,445,39258.72
78,Children's Gardening Set,Fun gardening tools designed specifically for kids.,true,356,13028.22
51,Self-Watering Planters,Planters with a self-watering feature for easy care.,false,361,17018.61
66,Body Pillow Case,Soft and breathable pillowcase for body pillows.,true,111,3587.16
32,Slim Wallet,RFID-blocking slim wallet for cards and cash.,true,302,16935.27
81,Almond Butter Crunch Bar,Nutritious snack bar made with almond butter and protein.,false,598,57037.6
47,Digital Alarm Clock,Snooze function and LED display for easy reading.,true,277,18827.79
56,Granola Cereal,"Crunchy granola with oats, nuts, and honey.",false,471,24657.66
70,Honey Garlic Chicken,Tender chicken coated in a sweet and savory honey garlic sauce.,false,126,39242.77
91,Cinnamon Raisin Bagels,Soft bagels flavored with cinnamon and raisins.,true,304,44758.7
74,Frozen Cauliflower Rice,Convenient and low-carb alternative to traditional rice.,false,515,39970.44
90,Smartphone Stand,Adjustable stand for smartphones and tablets.,true,574,42870.98
41,Honey mustard chicken tenders,Golden crispy chicken tenders coated with honey mustard flavor.,false,274,28152.87
20,Greek Yogurt,Creamy Greek yogurt packed with protein and probiotics.,false,336,36731.84
77,Brown Sugar,"Raw brown sugar, perfect for baking or sweetening drinks.",false,202,25925.61
100,Casual Cropped Sweater,A trendy cropped sweater perfect for a casual look.,true,298,27302.97
51,Organic Vanilla Bean Ice Cream,"Creamy ice cream made with real vanilla beans, perfect for desserts.",true,321,39008.72
96,Kids' Educational Tablet,Learning tablet with kid-friendly educational apps.,true,173,19984.2
48,Garden Tool Set with Carrying Bag,Complete set for garden care with a handy carrying bag.,false,419,12667.29
87,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",true,279,9211.76
84,Smart Plant Monitor,Device that tracks soil moisture and provides care tips.,true,407,18014.89
23,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,false,387,41726.58
73,Wireless HDMI Receiver,Stream HD video wirelessly from devices to TV.,false,29,16003.13
100,Buffalo Chicken Wraps,Savory wraps with buffalo chicken and fresh vegetables.,false,247,9431.23
86,Ceramic Bakeware Set,Durable ceramic bakeware for casseroles and desserts.,true,586,38842.08
100,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,false,510,51681.07
51,Beef Stroganoff Meal Kit,Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.,true,230,44241.34
42,Beef Jerky,"Savory, protein-rich beef jerky for on-the-go snacking.",false,569,53389.75
59,Car Phone Mount,Adjustable phone mount for car dashboard.,true,447,53078.2
91,Multi-Function Meat Tenderizer,Kitchen tool for tenderizing meat to enhance flavors.,true,520,13303.29
97,Quinoa and Kale Salad Kit,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",false,185,18444.11
49,Dried Mango Slices,"Sweet and chewy dried mango slices, perfect for snacking.",false,327,54307.04
84,Garden Tool Belt,Handy belt for carrying garden tools while working.,false,397,56248.52
20,Instant Mashed Potatoes,Quick and easy side dish with buttery flavor.,false,57,31193.32
80,Granola Cereal,"Crunchy granola with oats, nuts, and honey.",false,387,4291.37
54,Artisan Cornbread Mix,"Mix for homemade cornbread, just add water and bake for a delicious side.",true,263,11274.83
84,Wine Decanter,Elegant glass decanter for aerating wine.,false,89,8464.95
95,Digital Kitchen Timer,Easy-to-read digital kitchen timer with alarms.,true,191,36480.36
48,Smart Light Switch,Control lights remotely with this smart switch.,false,56,27319.41
74,Coconut Macaroons,"Chewy cookies made with coconut, perfect for sweet cravings.",true,445,53647.53
39,Vanilla Pudding Mix,Instant mix for creamy vanilla pudding.,true,399,27993.72
21,Smart Doorbell,Wi-Fi enabled doorbell with HD camera and two-way audio.,true,538,19695.48
80,Tactical Backpack,Durable and versatile backpack for outdoor and travel use.,false,527,36794.63
57,Travel Shoe Bags Set,Set of breathable bags for organizing shoes while traveling.,false,163,53219.21
80,BBQ Sauce,"A smoky barbecue sauce, ideal for grilling and dipping.",true,223,52494.68
56,Fall-Themed Table Runner,Decorative table runner perfect for autumn gatherings.,false,397,17389.21
59,Compact Pop-Up Tent,Easy setup tent perfect for camping and outdoor festivals.,true,197,23864.81
40,Raspberry Vanilla Greek Yogurt,Creamy Greek yogurt infused with raspberry and vanilla flavors.,true,84,42675.74
53,Handcrafted Wooden Jewelry Box,Beautifully crafted jewelry box with compartments for storage.,true,19,20158.9
54,Coconut Macaroons,"Chewy cookies made with coconut, perfect for sweet cravings.",true,139,37815.44
60,Reclining Camping Chair,Foldable reclining camping chair with cup holder.,false,326,43614.14
25,Classic White T-Shirt,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,true,156,2863.24
76,Photo Album,Classic leather photo album for keepsakes.,false,137,17184.5
40,Relaxed Fit Henley Shirt,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",true,486,11960.25
89,Slim Fit Chinos,Comfortable slim fit chinos for a polished look.,false,256,45806.67
44,Beef Taco Skillet,A convenient meal kit for making a delicious beef taco skillet at home.,true,136,41848.6
98,Car Sunshade,Windshield sunshade for car interior protection.,true,123,52877.41
57,Juice Extractor,Efficient juicer for fresh fruit and vegetable juices.,false,492,5537.42
60,Electric Toothbrush,Rechargeable electric toothbrush with smart timer.,false,500,25392.54
43,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",false,57,42327.83
52,Balsamic Salad Dressing,"Tangy and sweet balsamic dressing, perfect for salads.",true,161,15337.93
21,Adjustable Garden Rake,Heavy-duty rake with adjustable width for different gardening needs.,true,315,48966.57
27,Classic White T-Shirt,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,false,193,34829.26
50,Creamy Spinach Dip,"Deliciously creamy spinach dip, perfect for parties.",false,25,30709.46
45,Faux Fur Throw Blanket,Cozy faux fur blanket to add warmth and style to your home.,true,546,48647.72
60,Sunglasses Case,Hard-shell case for protecting sunglasses.,true,481,17236.73
22,Wire Shelving Unit,Adjustable shelving unit for home or garage storage.,false,574,44456.55
71,Portable Bluetooth Speaker,Compact Bluetooth speaker with rich sound quality.,false,534,35829.17
25,Savory Italian Herbs,A blend of dried Italian herbs for cooking.,true,155,1799.44
39,Miso Soup Mix,"Instant miso soup mix, just add hot water for a warm meal.",false,560,39238.39
74,Foam Roller for Muscle Recovery,Use this foam roller for effective post-workout recovery.,true,527,42668.12
97,Portable Pet Stroller,Convenient stroller for pets to enjoy outdoor walks.,false,232,52846.82
44,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",true,255,32259.39
71,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,true,497,17798.39
88,Puffer Winter Coat,A warm and stylish puffer coat perfect for winter weather.,false,64,52260.14
90,Kale Salad with Lemon Dressing,"Fresh kale salad with a zesty lemon dressing, great as a side dish.",false,248,9447.99
81,Essential Oil Diffuser,Ultrasonic diffuser that helps create a calming atmosphere.,true,554,14882.62
73,Organic Coconut Sugar,"A natural sweetener made from coconut sap, a healthier alternative to sugar.",false,193,41371.15
22,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,false,391,16096.72
82,Wireless Printer,Compact wireless printer for home use.,true,180,984.96
34,Insulated Wine Tote,Stylish tote to keep wine bottles chilled while traveling.,true,381,44670.41
91,Outdoor Camping Lantern,Rechargeable LED lantern ideal for camping and outdoor activities.,true,182,40817.28
80,Herbal Tea Set,Assorted herbal tea bags for relaxation and wellness.,false,363,9119.42
21,Nail Polish Set,Assorted nail polish set for vibrant nails.,true,269,30684.93
64,Herb Seasoned Rice,A flavorful rice side dish seasoned with herbs and spices.,true,292,5546.76
23,Herbal Tea Variety Pack,"Assorted herbal teas, perfect for a warm and relaxing drink.",false,341,46451.82
55,Robot Vacuum Cleaner,Smart robotic vacuum for automatic cleaning.,false,311,4777.86
89,Kids' Activity Book,Fun book filled with puzzles and games for kids.,false,121,56437.25
44,LED Strip Lights,Colorful LED strip lights for home decoration.,false,493,1273.57
92,Beef Jerky,"Savory, protein-rich beef jerky for on-the-go snacking.",true,208,3494.18
80,Savory Rice Cakes,"Lightly salted rice cakes, perfect for a healthy snack.",false,254,22151.66
63,Portable Bluetooth Headphones,Wireless headphones with noise-canceling features.,true,72,59135.71
54,Weighted Jump Rope with Counter,Jump rope that counts your jumps for tracking workouts.,false,276,18687.19
28,Warm Knit Beanie,Stay warm with this stylish knit beanie in various colors.,false,342,50720.21
28,Car Phone Mount,Adjustable phone mount for car dashboard.,true,44,51607.62
53,Pumpkin Pancake Mix,Easy-to-make pancake mix with pumpkin spice flavor.,false,149,59288.29
61,Organic Brown Sugar,Natural sweetener for baking and cooking.,true,160,10099.86
28,Cranberry Almond Granola,"Crunchy granola with oats, almonds, and dried cranberries.",true,263,44696.73
20,Caraway Rye Bread,Artisan bread with caraway seeds for added flavor.,true,397,39449.4
72,Cinnamon Ice Cream,"Creamy ice cream with a warm cinnamon flavor, perfect for dessert.",false,91,33458.93
36,Car Seat Organizer,Storage solutions for keeping your car tidy and organized.,false,235,59317.47
32,Fruit and Nut Energy Bites,Natural energy bites packed with fruits and nuts for a perfect snack.,false,256,2515.43
77,Bamboo Utensil Set,Sustainable bamboo utensils for cooking and serving.,true,468,17686.44
22,Pretzel Bites,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",true,227,21426.48
82,Classic Caesar Dressing,Rich and creamy Caesar dressing for salads and wraps.,true,276,14566.12
43,Electric Griddle,Large electric griddle for family meals.,true,137,56300.31
84,Athletic Compression Tights,High-performance compression tights designed for optimal support and comfort.,false,56,16355.56
96,Applewood Smoked Bacon,Delicious bacon with a rich applewood smoked flavor.,false,94,38265.17
28,Baking Soda,Essential ingredient for baking and cooking.,false,302,53252.67
85,Bluetooth Shower Speaker,Water-resistant Bluetooth speaker for showers.,true,404,12596.92
87,Lemon Pepper Seasoning,A zesty seasoning for meats and vegetables,false,462,89.81
94,Portable Massage Table,Folding massage table for professional or home use.,false,428,6727.14
63,Comfort Flats,Everyday flats that combine comfort and style.,true,27,55424.27
58,LED Flashlight,Bright LED flashlight with adjustable beam.,false,40,56897.19
76,Frozen Mixed Vegetables,"A mix of carrots, peas, and corn, easy to stir-fry.",true,263,52291.06
91,Bamboo Cutting Board,Eco-friendly bamboo cutting board for food prep.,false,142,55845.46
75,Artisan Cornbread Mix,"Mix for homemade cornbread, just add water and bake for a delicious side.",false,532,56891.8
66,Organic Italian Seasoning,A blend of dried herbs commonly used in Italian cooking.,false,214,34275.15
97,Puffer Winter Coat,A warm and stylish puffer coat perfect for winter weather.,true,159,50883.4
24,Mediterranean Chickpea Bowl,"Chickpeas served with olives, feta, and hummus, a healthy meal.",false,336,49529.88
34,Walnut Halves,Fresh walnut halves for baking or snacking.,true,292,52162.55
49,Honey Ginger Tea,"Soothing tea with honey and ginger, great for relaxation.",false,249,7951.85
21,Whole Grain Cereal,"Healthy whole grain cereal, great for breakfast.",true,107,37953.04
20,Snack Container Set,Stackable containers for organizing snacks and treats.,true,290,4613.58
47,Organic Honeycrisp Apples,"Sweet and crisp apples, perfect for snacking.",false,423,10981.46
56,Chilli Lime Corn on the Cob,Corn on the cob seasoned with chili and lime for a spicy kick.,true,419,6440.75
73,Throw Pillow Covers,Set of decorative pillow covers to enhance your home decor.,false,92,52187.02
49,Pet Activity Tracker,GPS collar that monitors your pet's location and activity level.,false,471,27919.31
76,Mini Projector for Smartphones,Compact and portable projector for watching videos anywhere.,false,477,6935.24
87,Mango Chunks,Frozen mango chunks for smoothies or snacking.,true,557,35448.18
57,Comfortable Bed Pillow,Supportive pillow designed for a good night's sleep.,false,360,55115.9
95,Body Wash,Moisturizing body wash with natural ingredients.,true,191,43160.43
54,Grilled Vegetable Medley,"A mix of grilled vegetables, ready to heat for quick side dishes.",false,253,48509.52
49,Sports Bottle,BPA-free sports bottle with flip-top lid.,false,416,1614.2
57,Berries Medley,"A mix of fresh raspberries, blueberries, and blackberries.",false,134,39388.3
92,Organic Coconut Flour,Finely ground flour from dried coconut meat.,true,198,51249.74
96,Chocolate Avocado Pudding,Rich and creamy pudding made with ripe avocados and cocoa.,true,251,3734.96
29,Kids' Educational Tablet,Learning tablet with kid-friendly educational apps.,false,111,58670.35
63,Coconut Flakes,Unsweetened coconut flakes for baking and topping.,false,411,10740.2
39,Aged White Cheddar Popcorn,Light and fluffy popcorn coated in aged white cheddar.,false,108,56563.69
48,Coconut Cream Pie Yogurt,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",false,261,55332.47
51,LED Desk Lamp with USB Charging,Stylish desk lamp featuring a USB charging port.,true,393,45930.06
37,Balsamic Fig Dressing,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",true,420,18675.03
33,DIY Candle Kit,Everything you need to make your own scented candles at home.,false,23,5222.31
74,Roasted Garlic Butter,A flavorful spread made with roasted garlic and creamy butter.,true,293,12119.3
89,Beef Sirloin Steak,"Juicy and tender beef sirloin steak, grass-fed.",true,345,53730.4
81,Pasta Primavera,Frozen vegetable primavera for quick meals.,false,100,5445.62
43,Eggs (dozen),"Farm fresh eggs, essential for breakfast.",false,388,35376.04
71,Bird Feeder,Hanging bird feeder for backyard birds.,true,211,12030.28
58,Noise-Canceling Earbuds,Wireless earbuds designed for immersive sound experience.,true,307,49634.43
23,Cauliflower Crust Pizza,A gluten-free pizza crust made from cauliflower.,true,595,56412.37
65,First Aid Kit,Comprehensive first aid kit for emergency situations.,true,387,58698.25
71,Vegan Cheese,Dairy-free cheese alternative for your favorite dishes.,false,169,6888.85
89,Chili Garlic Sauce,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",false,329,23093.07
24,Children's Gardening Set,Fun gardening tools designed specifically for kids.,false,52,12689.66
94,Rustic Italian Breads,Freshly baked artisan bread with a crisp crust and soft center.,false,562,22113.47
100,Lightweight Travel Backpack,Compact and portable backpack for day trips and travel.,true,230,24210.11
50,Teriyaki Salmon Fillets,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake.",false,343,12636.22
50,Pet Hair Vacuum Attachment,Special attachment for vacuum cleaners to remove pet hair easily.,true,169,3434.25
88,Caramelized Onion Dip,"Creamy dip made with caramelized onions, perfect for chips or veggies.",false,365,27960.28
21,Portable Hammock,Lightweight hammock for easy setup anywhere.,true,198,38451.44
33,Organic Lentil Soup,A hearty soup made with organic lentils and vegetables.,false,572,5055.65
82,Breezy Off-The-Shoulder Top,A light and breezy top ideal for warm days.,false,511,9293.53
77,Wrap Jumpsuit,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,true,9,18920.96
55,Outdoor Sports Backpack,Durable backpack designed for hiking and outdoor excursions.,false,13,31514.04
65,Chocolate Protein Powder,Rich chocolate protein powder for smoothies and baking.,false,415,4136.04
93,Infrared Thermometer,Non-contact thermometer for checking temperatures instantly.,false,413,35611.15
22,Artisan Cornbread Mix,"Mix for homemade cornbread, just add water and bake for a delicious side.",true,524,50659.28
82,Vegetable Fried Rice Mix,A quick and easy fried rice mix with colorful veggies and savory seasoning.,false,530,37608.43
72,Peanut Butter Granola,Crunchy granola full of peanut butter flavor and oats.,false,372,22840.23
28,Artisan Bread,"Freshly baked artisan bread, perfect for sandwiches or toasting.",true,528,6065.95
68,Oatmeal Raisin Cookies,Delicious cookies packed with oats and raisins.,true,569,43353.49
100,Jasmine Rice,"Fragrant jasmine rice, perfect as a side dish.",false,571,58730.57
41,Dog Frisbee Toy,Durable and soft frisbee designed for dogs to play with.,true,239,45180.78
30,Sweet Cherry Tomatoes,Fresh and juicy cherry tomatoes for salads and snacking.,false,232,43710.95
36,Pumpkin Waffles,Delicious waffles infused with pumpkin and spices.,false,81,10287.37
43,Fashionable Fanny Pack,"A trendy fanny pack, perfect for hands-free outings.",true,273,56166.55
92,Silicone Baking Mat,Non-stick baking mat for easy cooking and cleanup.,false,255,43145.93
60,Chipotle Lime Salsa,Spicy salsa with chipotle and lime for a zesty kick.,false,24,44169.31
40,Cordless Water Flosser,Rechargeable water flosser for dental hygiene.,false,60,40112.51
45,Portable Electric Fan,Compact fan for personal cooling at work or home.,false,430,4649.04
92,Electric Hot Water Dispenser,Instant hot water dispenser for tea and cooking.,true,341,7040.26
46,Electric Rice Cooker,Multi-function rice cooker for all types of rice recipes.,false,415,32362.53
86,Maple Chipotle Glaze,A sweet and spicy glaze that's perfect for grilling or marinades.,false,386,43158.79
62,Board Game Storage,Organize your board games with this storage bin.,false,55,11804.66
32,Safety Goggles,Protective goggles for DIY and construction work.,false,359,32678.44
49,Over-the-Door Hooks,Convenient hooks that utilize door space for hanging items.,false,29,53637.94
66,Portable Electric Fan,Compact fan for personal cooling at work or home.,true,413,21578.84
85,Basil Lemonade,Refreshing basil-infused lemonade for a cool drink.,true,423,26663.68
62,Decorative LED Neon Sign,"Bright, vibrant sign to add flair to any space.",false,114,22687.78
70,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,false,189,31666.22
24,Peanut Butter Chocolate Clusters,Delicious clusters of peanuts and chocolate for a sweet treat.,false,154,31572.43
82,Maple Oatmeal,Delicious maple-flavored oatmeal for a quick breakfast.,false,475,3620.62
33,Honey BBQ Riblets,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking.",true,216,37292.31
49,Samsung Galaxy Smartwatch,Stylish smartwatch with fitness tracking and notifications.,false,367,4547.83
